,date,counts,Ranks
1433,959,3,249.0
1283,821,3,249.0
92,-185,3,249.0
25,-123,3,249.0
338,1038,3,249.0
1280,819,3,249.0
1279,818,3,249.0
1272,811,3,249.0
1386,915,3,249.0
339,1039,3,249.0
1379,909,3,249.0
1287,825,3,249.0
1269,809,3,249.0
26,-124,3,249.0
78,-172,3,249.0
34,-132,3,249.0
359,108,3,249.0
345,1052,3,249.0
293,-98,3,249.0
1428,953,3,249.0
1317,852,3,249.0
1405,932,3,249.0
41,-139,3,249.0
42,-14,3,249.0
145,-232,3,249.0
1401,929,3,249.0
88,-181,3,249.0
275,-81,3,249.0
1304,840,3,249.0
1373,903,3,249.0
48,-145,3,249.0
269,-76,3,249.0
266,-73,3,249.0
265,-72,3,249.0
264,-71,3,249.0
83,-177,3,249.0
97,-19,3,249.0
1367,899,3,249.0
45,-142,3,249.0
1410,937,3,249.0
203,-286,3,249.0
253,-61,3,249.0
1231,773,3,249.0
74,-169,3,249.0
59,-155,3,249.0
1423,949,3,249.0
1360,892,3,249.0
217,-299,3,249.0
213,-295,3,249.0
229,-39,3,249.0
1378,908,3,249.0
202,-285,3,249.0
1340,873,3,249.0
1355,888,3,249.0
82,-176,3,249.0
171,-257,3,249.0
192,-276,3,249.0
8,-106,2,111.5
1249,791,2,111.5
1261,801,2,111.5
554,158,2,111.5
555,159,2,111.5
1255,797,2,111.5
1177,724,2,111.5
1468,991,2,111.5
1260,800,2,111.5
1176,723,2,111.5
1148,699,2,111.5
3,-101,2,111.5
549,153,2,111.5
581,182,2,111.5
1226,769,2,111.5
1236,779,2,111.5
1234,777,2,111.5
1233,776,2,111.5
1012,573,2,111.5
381,111,2,111.5
1268,808,2,111.5
1229,771,2,111.5
17,-114,2,111.5
1180,727,2,111.5
27,-125,2,111.5
15,-112,2,111.5
193,-277,2,111.5
24,-122,2,111.5
187,-271,2,111.5
1322,857,2,111.5
1288,826,2,111.5
189,-273,2,111.5
272,-79,2,111.5
996,557,2,111.5
631,225,2,111.5
634,229,2,111.5
1037,596,2,111.5
1137,688,2,111.5
1313,849,2,111.5
1138,689,2,111.5
1318,853,2,111.5
251,-6,2,111.5
1154,703,2,111.5
689,279,2,111.5
1038,597,2,111.5
230,-4,2,111.5
218,-3,2,111.5
673,264,2,111.5
214,-296,2,111.5
629,223,2,111.5
28,-126,2,111.5
675,266,2,111.5
210,-292,2,111.5
209,-291,2,111.5
208,-290,2,111.5
186,-270,2,111.5
13,-110,2,111.5
173,-259,2,111.5
1285,823,2,111.5
1398,926,2,111.5
1094,648,2,111.5
1093,647,2,111.5
893,463,2,111.5
1090,644,2,111.5
84,-178,2,111.5
1411,938,2,111.5
136,-224,2,111.5
1110,662,2,111.5
62,-158,2,111.5
152,-24,2,111.5
703,291,2,111.5
709,297,2,111.5
168,-254,2,111.5
149,-237,2,111.5
148,-236,2,111.5
1115,667,2,111.5
166,-252,2,111.5
1376,906,2,111.5
162,-249,2,111.5
1427,952,2,111.5
160,-247,2,111.5
144,-231,2,111.5
47,-144,2,111.5
704,292,2,111.5
9,-107,2,111.5
699,288,2,111.5
155,-242,2,111.5
1415,941,2,111.5
79,-173,2,111.5
767,35,2,111.5
333,1033,2,111.5
611,207,2,111.5
610,206,2,111.5
1277,816,2,111.5
1276,815,2,111.5
1200,745,2,111.5
19,-116,2,111.5
176,-261,2,111.5
544,148,2,111.5
1045,602,2,111.5
1069,625,2,111.5
332,1032,2,111.5
745,329,2,111.5
765,348,2,111.5
37,-135,2,111.5
766,349,2,111.5
70,-165,2,111.5
983,545,2,111.5
1076,631,2,111.5
1389,918,2,111.5
914,482,2,111.5
63,-159,2,111.5
1106,659,2,111.5
1388,917,2,111.5
262,-7,1,27.5
844,419,1,27.5
80,-174,1,27.5
1413,94,1,27.5
75,-17,1,27.5
630,224,1,27.5
639,233,1,27.5
273,-8,1,27.5
532,137,1,27.5
810,389,1,27.5
528,133,1,27.5
1241,783,1,27.5
744,328,1,27.5
89,-182,1,27.5
1394,922,1,27.5
762,345,1,27.5
120,-21,1,27.5
1127,679,1,27.5
161,-248,1,27.5
182,-267,1,27.5
184,-269,1,27.5
1143,693,1,27.5
206,-289,1,27.5
663,255,1,27.5
489,126,1,27.5
552,156,1,27.5
593,1921,1,27.5
553,157,1,27.5
692,281,1,27.5
29,-127,1,27.5
38,-136,1,27.5
46,-143,1,27.5
1470,993,1,27.5
986,548,1,27.5
1039,598,1,27.5
943,509,1,27.5
1441,966,1,27.5
981,543,1,27.5
11,-109,1,27.5
1010,571,1,27.5
56,-152,1,27.5
560,163,1,27.5
278,-84,1,27.5
279,-85,1,27.5
1181,728,1,27.5
1182,729,1,27.5
294,-99,1,27.5
1187,733,1,27.5
1188,734,1,27.5
615,210,1,27.5
582,183,1,27.5
60,-156,1,27.5
1257,799,1,27.5
738,322,1,27.5
